id_cliente,nome,cpf,email,telefone,cidade,uf,canal_origem,data_cadastro,limite_credito,total_comprado,ativo,obs_sistema
1044,Lucas Souza,,lucas.souza@hotmail.com,(55) 99003-1449,Passo Fundo,RS,loja,2024-02-14,5523.44,81367.85,Sim,
1444,Fabio Santos,20362836554,fabio.santos@outlook.com,55905744400,Sta. Maria,RS,Whatsapp,2021-03-27,,62215.22,Sim,
1006,Ana Costa,95755131373,ana.costa@empresa.com.br,51975116372,Ijui,RS,Whatsapp,2024-06-19,11278.61,14297.04,Sim,
1250,Ana Rocha,18774889712,ana.rocha@hotmail.com,,Passo Fundo,RS,Indicacao,2024-06-03,6303.34,45704.11,Sim,
1075,Tatiana Costa,67385051494,tatiana.costa@gmail.com,,porto alegre,RS,Whatsapp,2022-04-20,12467.24,33167.32,Nao,
1512,JOAO SOUZA,64326966375,joao.souza@empresa.com.br,55947651491,Passo Fundo,RS,Site,2023-04-07,3127.26,35035.09,Nao,
1391,FABIO SILVA,23178203115,fabio.silva@hotmail.com,,Santo Angelo,RS,loja,2025-11-28,10900.56,7696.73,Sim,
1432,Isabel Martins,23519929358,,(11) 93833-1218,STO ANGELO,RS,Indicacao,2025-02-07,14938.14,69812.14,Sim,
1068,Olivia Silva,30292507469,,(51) 93693-6467,Santo Angelo,RS,loja,2024-07-31,5995.63,79407.16,Nao,
1167,Diego Santos,98241280093,diego.santos@empresa.com.br,(54) 93559-0255,Santo Angelo,RS,Indicacao,2022-06-01,1233.66,60442.33,Nao,
1554,Fabio Ferreira,46841601791,,51912352410,Sta. Maria,RS,Site,2025-05-20,13070.59,77717.89,Sim,
1366,Karina Costa,04118728451,karina.costa@empresa.com.br,55940830071,Santo Angelo,RS,Whatsapp,2022-06-16,10664.18,34627.67,Nao,
1345,Olivia Silva,44264304539,olivia.silva@outlook.com,(51) 99272-0543,Santa Maria,RS,Site,2021-03-05,8256.98,51440.54,Nao,
1584,OLIVIA SILVA,68318379049,olivia.silva@empresa.com.br,51995048520,Ijui,RS,loja,2025-03-08,4395.52,14462.12,Nao,
1535,LUCAS MARTINS,37480145308,,55976679204,Passo Fundo,RS,Whatsapp,2023-07-11,7984.39,80033.86,Nao,
1398,Joao Barbosa,92455173855,joao.barbosa@gmail.com,(55) 93047-7243,Santa Maria,RS,Whatsapp,2022-07-21,5698.14,53991.05,Nao,
1185,Karina Pereira,24809178271,karina.pereira@hotmail.com,,porto alegre,RS,Whatsapp,2025-01-16,6192.42,60882.98,Sim,
1348,Paulo Ferreira,95542784729,,97565-4771,Santo Angelo,RS,loja,2025-10-19,1237.4,40561.72,Sim,
1211,Diego Ferreira,80723459915,diego.ferreira@outlook.com,99155-5422,Santo Angelo,RS,Whatsapp,2024-02-10,11129.12,84294.86,Nao,
1579,Vinicius Ferreira,09693464717,vinicius.ferreira@gmail.com,11 910364106 ramal 22,Sta. Maria,RS,Whatsapp,2022-05-08,1376.61,56789.31,Nao,
1502,Joao Souza,34368981187,,(54) 96985-6039,Passo Fundo,RS,Indicacao,2024-09-06,3128.67,85287.96,Sim,
1537,Renata Almeida,28289174422,renata.almeida@gmail.com,,Passo Fundo,RS,Indicacao,2025-03-27,4788.26,22874.95,Sim,migrado 2019
1196,Paulo Souza,73915213855,paulo.souza@empresa.com.br,,Santa Maria,RS,loja,2022-11-10,12958.68,38256.7,Nao,
1175,Isabel Souza,61097497111,isabel.souza@gmail.com,55927100283,porto alegre,RS,Indicacao,2022-10-10,2485.77,37518.05,Nao,
